image_name,comment_number,comment
1752454466.jpg, 0, A brown and white dog exiting a yellow and blue ramp in a grassy area .
1752454466.jpg, 1, A brown a white dog runs down a yellow and blue ramp .
1752454466.jpg, 2, A brown and white dog running off of an obstacle .
1752454466.jpg, 3, This dog is done running down the yellow board .
1752454466.jpg, 4, A brown and white dog is running down a ramp .
175299591.jpg, 0, A young white boy with an orange shirt and white and black hat sitting next to a black steel ball in a large field .
175299591.jpg, 1, A boy in an orange shirt and baseball cap sits in a grassy field next to a black ball .
175299591.jpg, 2, A young boy in a orange shirt watching something .
175299591.jpg, 3, A young boy is sitting on the grass .
175299591.jpg, 4, A boy sitting down at the park .
175369436.jpg, 0, A little boy sitting on the wood floor with a book on his table .
175369436.jpg, 1, A young boy with a book sits on the floor in front of a table .
175369436.jpg, 2, A young Tibetan boy sitting at a low table with a book .
175369436.jpg, 3, A child is getting ready to read a book .
175369436.jpg, 4, A young boy sitting with a book .
175398811.jpg, 0, Two men having a conversation about business over beers .
175398811.jpg, 1, Two gentlemen in suits talk while enjoying a drink .
175398811.jpg, 2, Two men having an intense discussion over drinks .
175398811.jpg, 3, Two men are having a conversation .
175398811.jpg, 4, Two men are having a conversation .
175400432.jpg, 0, Two dark-haired women are seated and engaged in a conversation .
175400432.jpg, 1, Two women are communicating at a restaurant .
175400432.jpg, 2, Two young girls are talking to each other .
175400432.jpg, 3, Two women having a conversation .
175400432.jpg, 4, Two women with brown hair talk .
1754775147.jpg, 0, A woman wearing a kerchief on her head and long checked skirt sleeping in a flower shop .
1754775147.jpg, 1, A woman wearing a babushka is sitting and sleeping inside a flower shop .
1754775147.jpg, 2, An old woman taking a nap in a colorful flower shop .
1754775147.jpg, 3, A woman sleeps in a floral shop at night .
1754775147.jpg, 4, A florist taking a nap among her flowers .
175556963.jpg, 0, A group of spectators sitting in lawn chairs in the street facing a building and drinking beer .
175556963.jpg, 1, People sitting around in a semi circle all looking in the same direction .
175556963.jpg, 2, A large group of people of various ages and genders sit outside together .
175556963.jpg, 3, People sit in green chairs at tables in the street .
175556963.jpg, 4, some of the people in the crowd are having a drink
175826463.jpg, 0, A man in a red shirt and a blue hat digs sand in front of a sand sculpture of a man sitting on a throne .
175826463.jpg, 1, A man 
175826463.jpg, 2, A man in a red shirt and blue hat making a sand sculpture .
175826463.jpg, 3, An archeologist with a shovel at an excavation site .
175826463.jpg, 4, A group of people are working on a sand sculpture .
175973485.jpg, 0, A male and female are asleep on a couch with a large black dog as four people sit at a table behind them .
175973485.jpg, 1, There is a group of people and a black dog in a living and dining room 
175973485.jpg, 2, The boys are having a night out from homework ; some are at the table while two are sleeping .
175973485.jpg, 3, A dog sniffs a pair of sleeping young men while four others sit around a table .
175973485.jpg, 4, A group of people and a black dog are relaxing at home .
1761060826.jpg, 0, A man in a wheelchair wearing a brown jacket and holding a gray cane sits in front of some bushes and trees .
1761060826.jpg, 1, A man in sitting in a wheelchair located in a garden while holding a cane .
1761060826.jpg, 2, A man in a wheelchair sits in his garden and enjoys the fresh air .
1761060826.jpg, 3, Physically challenged person sitting on his wheelchair in a park .
1761060826.jpg, 4, Man sits outside to enjoy the weather .
176230509.jpg, 0, A young shirtless boy is laying on a couch with his eyes closed and his hand on his chest .
176230509.jpg, 1, A child sleeps on a couch with his mouth open and his hand draped across his chest .
176230509.jpg, 2, Young shirtless boy sleeping on a couch with his hand on his chest .
176230509.jpg, 3, A shirtless toddler is sleeping with his hand on his chest .
176230509.jpg, 4, sleeping white baby boy on a couch .
1763020597.jpg, 0, A group of people are sitting below a concrete structure that overlooks a staircase .
1763020597.jpg, 1, Several people are sitting under an overhang on stone steps .
1763020597.jpg, 2, A bunch of people sit in the shade of a cement awning .
1763020597.jpg, 3, Five adults are sitting on stone steps .
1763020597.jpg, 4, people sit against a wall
176374083.jpg, 0, Several people sit on a crowded subway 
176374083.jpg, 1, A young woman in a green blouse holding a plastic bag standing on the subway .
176374083.jpg, 2, A group of people riding the subway both sitting and standing .
176374083.jpg, 3, A train is full of packed full of passengers .
176374083.jpg, 4, A group of people ride the subway .
1763754548.jpg, 0, A man in jeans with white paint stains on them is standing on a short ladder working on the front of a store .
1763754548.jpg, 1, A painter is standing on smaller silver ladder and there is another silver ladder close by .
1763754548.jpg, 2, Man in black with one foot on top of a ladder and arms performing a task on a storefront .
1763754548.jpg, 3, The store was open even though a man was working on the building .
1763754548.jpg, 4, A man climbs a ladder in front of a store .
17641927.jpg, 0, An older man 
17641927.jpg, 1, A man at work is doing a small welding job with a soldering tool .
17641927.jpg, 2, A man is sitting on the ground welding something .
17641927.jpg, 3, Welder in a plaid shirt works .
17641927.jpg, 4, The man is welding the iron .
1764955991.jpg, 0, A dog with a ball in his mouth running down a road covered in leaves .
1764955991.jpg, 1, A brown and white dog trotting down the road in autumn .
1764955991.jpg, 2, A tan and white dog retrieving a ball on a gravel path .
1764955991.jpg, 3, A large dog walks along a gravel path in the woods .
1764955991.jpg, 4, A brown dog is carrying a ball up the road .
1765164972.jpg, 0, A profile of a young person with a punk hairstyle and pierced ear and nose in a cowboy shirt .
1765164972.jpg, 1, A young person with a Mohawk and a nose piercing in a plaid shirt .
1765164972.jpg, 2, The person is posing in a red flannel shirt with a Mohawk .
1765164972.jpg, 3, A girl with a nose ring 
1765164972.jpg, 4, A person with spiky hair looks to the left .
176527896.jpg, 0, A person in a purple and white jacket is standing behind a man with a gray shirt while a woman with a purse passes them 
176527896.jpg, 1, A man with his eyes closed and two women with dark hair walk by with one face obscured .
176527896.jpg, 2, An older man is walking along the street in front of a woman .
176527896.jpg, 3, A man in a purple jacket has an expression on his face .
176527896.jpg, 4, a man squinting with two women behind him
176673870.jpg, 0, An older 
176673870.jpg, 1, An elderly woman wearing a bathing suit is holding a picket sign while participating in a demonstration about immigration .
176673870.jpg, 2, An older woman in a one-piece swimsuit is protesting in the street .
176673870.jpg, 3, An older woman in a bathing suit carrying a sign about immigration .
176673870.jpg, 4, A protester shows how she feels about immigration
1770036088.jpg, 0, A parent and child are in an embrace in bed .
1770036088.jpg, 1, The woman is laying in bed with a young girl .
1770036088.jpg, 2, A woman and a small child laying in bed .
1770036088.jpg, 3, A man and a girl in bed .
1770036088.jpg, 4, Two people are in bed .
177106188.jpg, 0, A man in red playing a red drums set while looking at the camera .
177106188.jpg, 1, A man in a red and white shirt plays red drums with his hands .
177106188.jpg, 2, A man in a red soccer jersey plays the drums with his hands .
177106188.jpg, 3, A bongo player wearing a red shirt playing in a band .
177106188.jpg, 4, A man wearing a red shirt is playing the drums .
1771353346.jpg, 0, Many member of a sports league 
1771353346.jpg, 1, A group of soccer players gathered on a soccer field .
1771353346.jpg, 2, two soccer team on a soccer field with the referee .
1771353346.jpg, 3, Two soccer teams walking on a soccer field .
1771353346.jpg, 4, Two soccer teams yelling at one another .
1771490732.jpg, 0, Two boys in blue and yellow uniforms play soccer with a boy in a pink printed uniform .
1771490732.jpg, 1, Two teammates attempt to convert a soccer goal past the goalie .
1771490732.jpg, 2, Three boys playing soccer in a field
1771490732.jpg, 3, Uniformed children playing soccer
1771490732.jpg, 4, Three boys playing soccer .
177222949.jpg, 0, Two boys are standing in the middle of the street 
177222949.jpg, 1, Two guys 
177222949.jpg, 2, A man in a gray t-shirt and light blue jeans on a sidewalk 
177222949.jpg, 3, There is a young man running towards the camera 
177222949.jpg, 4, Young black man runs at camera while onlooker claps .
177241092.jpg, 0, A small South American child running on a cobblestone pathway 
177241092.jpg, 1, A boy running on the sidewalk in front of a blue building .
177241092.jpg, 2, A young boy in a red shirt is running down the street .
177241092.jpg, 3, A boy in a red shirt is running down the sidewalk .
177241092.jpg, 4, A kid in a red shirt is running by a blue house .
1772859261.jpg, 0, Black and white dog wearing a harness walking through water .
1772859261.jpg, 1, A black and white dog walking in shallow water
1772859261.jpg, 2, A black and white dog plays in the water .
1772859261.jpg, 3, A dog splashes through the water .
1772859261.jpg, 4, A dog swims .
177302997.jpg, 0, Row of plastic horses that form a childrens ride with one child riding .
177302997.jpg, 1, A child holding on to the bar while riding a horse on a carousel ride .
177302997.jpg, 2, A child is riding a plastic horse at an amusement park .
177302997.jpg, 3, A child sitting on a carousel horse .
177302997.jpg, 4, A child on a fake horse ride .
177351658.jpg, 0, A man who appears to be the band leader is reading from a large white card which he is holding in his left hand 
177351658.jpg, 1, A man with a microphone reads from a piece of paper as he stands in front of two men holding tubas .
177351658.jpg, 2, A man with glasses and gray hair is reading a card in front of two tuba players .
177351658.jpg, 3, A man leads tuba players in song .
177351658.jpg, 4, A man stands next to tubas .
1773928579.jpg, 0, A dog performs a trick on a ladder in front of a crowd observing his talent .
1773928579.jpg, 1, A dog is running through an obstacle course in front of a group of people .
1773928579.jpg, 2, Onlookers watch a German Shepherd climb steps on an obstacle course .
1773928579.jpg, 3, A crowd is watching a dog climb up a staircase .
1773928579.jpg, 4, Large brown dog walks up a blue staircase .
